title,year,venue,doi,decision
Deep Reinforcement Learning algorithm for Capacitated Pollution Routing Problem,2025,2025 IEEE 5th International Conference on Sustainable Energy and Future Electric Transportation (SEFET),10.1109/SEFET65155.2025.11255525,exclude
Deep Reinforcement Learning for Adaptive Traffic Engineering in Satellite Constellation Networks,2025,2025 12th Advanced Satellite Multimedia Systems Conference and the 18th Signal Processing for Space Communications Workshop (ASMS/SPSC),10.1109/ASMS/SPSC64465.2025.10946057,exclude
Deep Reinforcement Learning for Overtaking Decision-Making and Planning of Autonomous Vehicles,2025,2025 IEEE International Conference on Industrial Technology (ICIT),10.1109/ICIT63637.2025.10965305,exclude
Deep Reinforcement Learning for Solving Two-Echelon Capacity Vehicle Routing Problem: An End-to-End Method,2025,IEEE Robotics and Automation Letters,10.1109/LRA.2025.3568309,exclude
Deep Reinforcement Learning for Solving Vehicle Routing Problems With Backhauls,2025,IEEE Transactions on Neural Networks and Learning Systems,10.1109/TNNLS.2024.3371781,exclude
Deep Reinforcement Learning-Based Collaborative Optimization for Multi-Echelon Supply Chains,2025,"2025 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/SMC58881.2025.11343279,exclude
Deep Reinforcement Learning-Based Intelligent Routing Scheme for Low Earth Orbit Satellite Communication Networks,2025,2025 International Conference on Communication Networks and Smart Systems Engineering (ICCNSE),10.1109/ICCNSE66404.2025.11144383,exclude
Deep Reinforcement Learning-Based Multi-AUV Task Allocation Algorithm in Underwater Wireless Sensor Networks,2025,IEEE Sensors Journal,10.1109/JSEN.2024.3507796,exclude
Deep-Reinforcement-Learning-Based Path Planning Method for Stratospheric Airships in Spatiotemporally Complex Environments,2025,IEEE Transactions on Aerospace and Electronic Systems,10.1109/TAES.2025.3608734,exclude
Demand Capacity Balancing Algorithm for Urban Air Mobility Using Multi-Agent Reinforcement Learning,2025,2025 SICE Festival with Annual Conference (SICE FES),10.23919/SICEFES67750.2025.11236540,exclude
Design and Experimental Test of Datatic Approximate Optimal Filter in Nonlinear Dynamic Systems,2025,2025 IEEE 19th International Conference on Control & Automation (ICCA),10.1109/ICCA65672.2025.11129724,exclude
Design of a Dynamic Trajectory Cooperative Control Model for Autonomous Vehicles Based on Urban Traffic,2025,2025 8th International Conference on Computer Information Science and Application Technology (CISAT),10.1109/CISAT66811.2025.11181852,exclude
Detecting AIS Anomalies in Urban Autonomous Ships with Reinforcement Learning,2025,GLOBECOM 2025 - 2025 IEEE Global Communications Conference,10.1109/GLOBECOM59602.2025.11432066,exclude
Detecting Traffic Police Hand Gestures With Movenet Thunder for Self-Driving Cars,2025,2025 International Conference on Inventive Computation Technologies (ICICT),10.1109/ICICT64420.2025.11005225,exclude
Development of an Adaptive Control System for Android Auto Using Artificial Intelligence,2025,2025 International Russian Automation Conference (RusAutoCon),10.1109/RusAutoCon65989.2025.11177286,exclude
Different-Flow-Field Adaptability-Oriented AUV Path Planning: A Continual Distributional Soft Actor?�Critic Method,2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3604223,exclude
"Digital-Twin-Driven Logistics Management Information System with Spatio-Temporal Transformer, Dynamic Graph Learning, and Constraint-Aware Deep Reinforcement Dispatching",2025,"2025 3rd International Conference on Logistics Engineering, Supply Chain and Digital Transformation (LESCDT)",10.1109/LESCDT66758.2025.00021,exclude
Disaster-Aware Path Planning Based on Reinforcement Learning for Postearthquake Emergency Response,2025,IEEE Transactions on Geoscience and Remote Sensing,10.1109/TGRS.2025.3582106,borderline
Diverse and Adaptive Behavior Curriculum for Autonomous Driving: A Student-Teacher Framework with Multi-Agent RL,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/IROS60139.2025.11246550,exclude
Domain-Adaptive Reinforcement Learning Framework for Robust Autonomous Vehicle Navigation,2025,2025 2nd International Conference on Intelligent Algorithms for Computational Intelligence Systems (IACIS),10.1109/IACIS65746.2025.11210918,exclude
Double-Vector Model-Free Predictive Current Control for PMSMs With Influence Rejection of DC Voltage Mismatch,2025,IEEE Transactions on Transportation Electrification,10.1109/TTE.2024.3498950,exclude
Dynamic Energy-Aware EV Charging Navigation in Interacting Transportation and Distribution Networks,2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3526367,exclude
Dynamic Graph Network with Spatial-Temporal Gated Attention: A Deep Reinforcement Learning Approach for Urban Logistics Optimization,2025,2025 44th Chinese Control Conference (CCC),10.23919/CCC64809.2025.11178484,exclude
Dynamic Load-Balancing Routing Strategy for LEO Satellite Networks Based on Spatio-Temporal Traffic Prediction,2025,IEEE Transactions on Aerospace and Electronic Systems,10.1109/TAES.2025.3571400,exclude
Dynamic Neural Network Training for Self-Driving Cars in Generative Virtual Environments,2025,"2025 3rd International Conference on Communication, Security, and Artificial Intelligence (ICCSAI)",10.1109/ICCSAI64074.2025.11064064,exclude
Dynamic Process Noise Covariance Adjustment in GNSS/INS Integrated Navigation Using GRU-SAC for Enhanced Positioning Accuracy,2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3540205,exclude
Dynamic Quasi-Hyperbolic Momentum Iterative Attack With Small Perturbation for 4D-Flight Trajectory Prediction,2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3554800,exclude
Dynamic Route Optimization with Predictive Weather conditions,2025,2025 International Conference on Computational Innovations and Sustainable Technologies (ICCIST),10.1109/ICCIST67338.2025.11438705,exclude
Dynamic Scheduling of Demand-Responsive Transit via Multi-Agent Deep Reinforcement Learning,2025,2025 IEEE 102nd Vehicular Technology Conference (VTC2025-Fall),10.1109/VTC2025-Fall65116.2025.11310694,exclude
Dynamic Topology-Aware Routing for LEO Satellite Networks: A Knowledge-Enhanced Deep Reinforcement Learning Approach,2025,2025 3rd International Conference on Ubiquitous Communication (Ucom),10.1109/Ucom67224.2025.11337020,exclude
Dynamic Urban Air Mobility Ride-Sharing Trajectory Planning Using Radio Maps and Multi-Source Hybrid Attention Reinforcement Learning,2025,ICC 2025 - IEEE International Conference on Communications,10.1109/ICC52391.2025.11161585,exclude
Eco-Driving With Deep Reinforcement Learning at Signalized Intersections Considering On-the-Fly Queue Dissipation Estimation and Lane-Merging Disturbances,2025,IEEE Open Journal of Vehicular Technology,10.1109/OJVT.2025.3618855,exclude
Edge Delayed Deep Deterministic Policy Gradient: Efficient Continuous Control for Edge Scenarios,2025,IEEE Transactions on Automation Science and Engineering,10.1109/TASE.2025.3604290,exclude
Efficacy of Autonomous Vehicle?�s Adaptive Decision-Making Based on Large Language Models Across Multiple Driving Scenarios,2025,IEEE Access,10.1109/ACCESS.2025.3580641,exclude
Efficient and Eco Lane-Changing Trajectory Planning for Connected and Automated Vehicles: Deep Reinforcement Learning-Based Method,2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3564607,exclude
Electric Vehicle Charging Navigation Using Waterwheel Plant Algorithm for Coordinating Smart Grids and Intelligent Transportation Systems,2025,2025 International Conference on Machine Learning and Autonomous Systems (ICMLAS),10.1109/ICMLAS64557.2025.10968826,exclude
Electric Vehicle Charging Stratification Optimization Scheduling Based on Deep Reinforcement Learning,2025,2025 IEEE 9th Conference on Energy Internet and Energy System Integration (EI2),10.1109/EI268505.2025.11425573,exclude
Empirical Evaluation of Deep Learning based Autonomous Driving System with Real-Time Scene Classification Procedure,2025,2025 4th International Conference on Innovative Mechanisms for Industry Applications (ICIMIA),10.1109/ICIMIA67127.2025.11200907,exclude
Enabling Robust and Generalized DRL-Driven Routing Optimization Via Exploration of Graph Neural Networks,2025,IEEE Transactions on Cognitive Communications and Networking,10.1109/TCCN.2025.3544276,exclude
Energy-Efficient Routing with LSTM-Attention DQN for Anomaly Detection in Networks,2025,2025 International Conference on Emerging Technologies in Engineering Applications (ICETEA),10.1109/ICETEA64585.2025.11099819,exclude
Energy-Efficient Wireless Sensor Networks Optimization using Deep Q-Networks for Smart Energy Applications,2025,2025 5th International Conference on Trends in Material Science and Inventive Materials (ICTMIM),10.1109/ICTMIM65579.2025.10988386,exclude
Engine-Out Emergency Landing Based on Reinforcement Learning,2025,"2025 11th International Conference on Control, Automation and Robotics (ICCAR)",10.1109/ICCAR64901.2025.11072987,exclude
Engineering and Technology for Low-Altitude Economy Infrastructure,2025,Frontiers of Information Technology & Electronic Engineering,10.1631/fitee.2530000,exclude
Enhanced Precise Point Positioning Method Based on Intelligent Identification of NLOS Signal,2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3577001,exclude
Enhancing Autonomous Driving Decision: A Hybrid Deep Reinforcement Learning-Kinematic-Based Autopilot Framework for Complex Motorway Scenes,2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3529838,exclude
Enhancing Autonomous Vehicle Decision-Making Through Policy Transfer With Large Language Model,2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3565762,exclude
Enhancing Autonomous Vehicle Navigation: Traffic Police Hand Gesture Recognition for Self-Driving Cars in India Using Move Net Thunder,2025,2025 International Conference on Metaverse and Current Trends in Computing (ICMCTC),10.1109/ICMCTC62214.2025.11196183,exclude
ExpliDrive: Bridging Model Predictive Control and Transformers for Interactive Autonomous Driving,2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/IROS60139.2025.11246387,exclude
Exploring Critical Decision Schemes and Tactical Parameters in Typical Beyond Visual Range Air Combat,2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3458076,exclude
Exploring the Unknown: A Survey on Embodied AI robotics in Uncharted Cluttered Environments,2025,2025 China Automation Congress (CAC),10.1109/CAC67268.2025.11486796,exclude
FlexRout: Dynamic Routing in Blockchain Networks,2025,IEEE Transactions on Network Science and Engineering,10.1109/TNSE.2024.3519802,exclude
"Fly, Sense, Compress, and Transmit: Satellite-Aided Airborne Secure Data Acquisition in Harsh Remote Area for Intelligent Transportations",2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3545601,exclude
Fragment-Based Knowledge Transfer for Multi-Task Capacitated Vehicle Routing,2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3563961,exclude
Frequency Plan Design and Beam Power Allocation for Flexible High Throughput Satellite Systems: A Two-Stage Optimization Framework,2025,IEEE Transactions on Communications,10.1109/TCOMM.2025.3605484,exclude
Fully-Distributed Dynamic Packet Routing for LEO Satellite Networks: A GNN-Enhanced Multi-Agent Reinforcement Learning Approach,2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3499933,exclude
Fuzzy-Strategy-Based Deep Reinforcement Learning Control Method for Optimizing Amphibious Vehicle Wave-Deflecting Plate Angles,2025,2025 37th Chinese Control and Decision Conference (CCDC),10.1109/CCDC65474.2025.11090554,exclude
G-UniRouting: A Graph-Based Unified Neural Model for Solving Multi-Attribute Vehicle Routing Problems,2025,2025 IEEE 37th International Conference on Tools with Artificial Intelligence (ICTAI),10.1109/ICTAI66417.2025.00073,exclude
GNN-RL: A Graph Neural Network-Based Reinforcement Learning Algorithm for 3D Path Planning of AUVs,2025,"2025 International Conference on Mechatronics, Robotics, and Artificial Intelligence (MRAI)",10.1109/MRAI65197.2025.11135627,exclude
GPS Spoofing Attack Detection in Autonomous Vehicles Using Adaptive DBSCAN,2025,"2025 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",10.1109/SMC58881.2025.11343401,exclude
GRLR: Routing With Graph Neural Network and Reinforcement Learning for Mega LEO Satellite Constellations,2025,IEEE Transactions on Vehicular Technology,10.1109/TVT.2024.3471658,exclude
Game-Theoretic Driver Modeling and Decision-Making for Autonomous Driving With Temporal-Spatial Attention-Based Deep Q-Learning,2025,IEEE Transactions on Intelligent Vehicles,10.1109/TIV.2024.3470910,exclude
Generating G2 Continuity Reference Paths for Autonomous Vehicles at Roundabouts,2025,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2025.3585504,exclude
Generative AI-Augmented Federated Learning for Vehicle Routing in Supply Chain Management With Human Resource Management and Low-Carbon Emission in IIoT,2025,IEEE Internet of Things Journal,10.1109/JIOT.2025.3588189,exclude
